Company, Quarter, Days Receivable, Current Ratio, Cash to TA, Working Capital To TA, Asset Turnover, Gross Profit Margin,Operating Profit Margin, Net Profit Margin, Debt to asset, Debt to equity, Equity multiplier,Time interest earned coverage, Operating return on asset, Return on asset, Return on Equity, EBITDA to TA, Cashflow to expenditure,Cashflow to debt, Result
F Logistics LP,2014-12,38.34,6.15,0.0360,0.0555,0.07,0.18,0.2418,0.6739,1.2946,-4.2396,-3.27,4.42,0.0168,0.0467,-0.1530,0.0237,0.18,0.0066,1
F Logistics LP,2015-03,41.08,8.03,0.0502,0.0748,0.08,0.76,0.6110,1.0933,1.2678,-4.5535,-3.59,9.50,0.0464,0.0831,-0.2984,0.0504,994.82,0.0332,1
F Logistics LP,2015-06,52.48,3.07,0.0159,0.0447,0.08,0.86,0.7094,0.5616,1.4570,-3.0444,-2.09,5.02,0.0592,0.0469,-0.0979,0.0643,103.82,0.0346,1
F Logistics LP,2015-12,57.78,4.82,0.0442,0.0808,0.09,0.80,0.6150,0.4630,1.4179,-3.2295,-2.28,3.19,0.0543,0.0408,-0.0930,0.0618,6.35,0.0246,1
F Logistics LP,2016-03,60.22,3.87,0.0675,0.0937,0.08,0.83,0.7126,0.5224,1.3840,-3.3215,-2.40,3.60,0.0601,0.0440,-0.1057,0.0653,22.89,0.0429,1
F Logistics LP,2016-06,53.93,1.44,0.1088,0.1435,0.09,0.81,0.5782,0.3998,1.2448,-4.4592,-3.58,3.08,0.0513,0.0354,-0.1270,0.0573,7.16,0.0295,1
F Logistics LP,2016-09,66.39,1.73,0.0602,0.0816,0.07,0.73,0.5319,0.4310,0.7768,-14.8309,-19.09,3.35,0.0350,0.0284,-0.5419,0.0429,5.63,0.0450,1
F Logistics LP,2016-12,61.50,2.14,0.0849,0.1043,0.08,0.71,0.5755,0.4010,0.7553,-20.9320,-27.71,4.51,0.0469,0.0327,-0.9058,0.0546,2.07,0.0541,1
F Logistics LP,2017-03,47.36,1.84,0.0545,0.0696,0.08,0.65,0.5959,0.4069,0.7257,-19.0159,-26.20,4.76,0.0481,0.0328,-0.8601,0.0552,2.76,0.0989,1
F Logistics LP,2017-06,48.07,1.32,0.0680,0.0279,0.08,0.66,0.5618,0.3740,0.7248,-23.1454,-31.94,4.66,0.0466,0.0310,-0.9911,0.0542,1.37,0.0677,1
F Logistics LP,2017-09,50.51,1.26,0.0522,0.0215,0.09,0.65,0.5922,0.4362,0.7220,-34.2020,-47.37,5.29,0.0520,0.0383,-1.8128,0.0600,1.72,0.0496,1
F Logistics LP,2017-12,59.00,2.15,0.0267,0.0463,0.09,1.05,0.6277,0.3669,0.7441,-37.0606,-49.81,5.78,0.0548,0.0321,-1.5968,0.0640,1.42,0.0451,1
F Logistics LP,2018-03,47.49,1.81,0.0302,0.0357,0.09,0.62,0.5497,0.3316,0.7405,-33.4983,-45.24,3.67,0.0483,0.0291,-1.3186,0.0572,11.14,0.0817,1
F Logistics LP,2018-06,45.37,2.56,0.0253,0.0432,0.09,0.61,0.5175,0.2981,0.7761,-32.9934,-42.51,3.48,0.0448,0.0258,-1.0983,0.0537,14.87,0.0386,1
F Logistics LP,2018-09,46.51,1.35,0.0223,0.0187,0.09,0.60,0.5326,0.3170,0.7029,-56.7152,-80.68,3.73,0.0466,0.0277,-2.2365,0.0562,2.17,0.0885,1
Delek Logistics Partners,2014-09,15.60,1.11,0.0025,0.0168,0.77,0.15,0.0669,0.0662,0.8565,22.4905,26.26,6.64,0.0515,0.0509,1.3374,0.0632,24.34,0.0794,1
Delek Logistics Partners,2014-12,14.51,1.34,0.0060,0.0330,0.56,0.23,0.1155,0.1182,0.8657,13.4609,15.55,8.01,0.0642,0.0657,1.0215,0.0756,4.80,0.0778,1
Delek Logistics Partners,2015-03,20.76,1.45,0.0030,0.0354,0.43,0.24,0.0993,0.1020,0.9941,-16.0329,-16.13,4.60,0.0429,0.0440,-0.7100,0.0577,2.46,0.0477,1
Delek Logistics Partners,2015-06,20.45,1.14,0.0028,0.0154,0.49,0.23,0.1067,0.1064,0.9422,-20.9881,-22.28,5.74,0.0522,0.0520,-1.1588,0.0669,5.18,0.0928,1
Delek Logistics Partners,2015-09,20.22,1.24,0.0014,0.0227,0.46,0.25,0.1133,0.1127,0.9331,-28.9575,-31.03,5.85,0.0517,0.0514,-1.5956,0.0654,4.98,0.0598,1
Delek Logistics Partners,2015-12,28.96,2.27,0.0013,0.0702,0.29,0.35,0.1651,0.1404,0.9369,-31.9114,-34.06,5.62,0.0479,0.0408,-1.3882,0.0641,0.46,0.0036,1
Delek Logistics Partners,2016-03,28.10,2.23,0.0013,0.0583,0.27,0.36,0.1819,0.1485,0.9438,-32.6045,-34.54,5.92,0.0499,0.0407,-1.4073,0.0637,15.19,0.0737,1
Delek Logistics Partners,2016-06,14.84,2.12,0.0026,0.0400,0.29,0.35,0.2013,0.1689,0.9497,-39.1650,-41.24,6.62,0.0590,0.0495,-2.0409,0.0713,29.34,0.0861,1
Delek Logistics Partners,2016-09,11.30,1.28,0.0013,0.0122,0.27,0.32,0.1585,0.1224,0.9538,-26.7265,-28.02,4.87,0.0433,0.0334,-0.9373,0.0572,10.98,0.0778,1
Delek Logistics Partners,2016-12,15.91,1.55,0.0012,0.0272,0.30,0.29,0.1537,0.1228,0.9448,-29.5543,-31.28,5.32,0.0461,0.0368,-1.1527,0.0606,2.47,0.0355,1
Delek Logistics Partners,2017-03,16.55,1.38,0.0012,0.0207,0.31,0.28,0.1428,0.1127,0.9478,-20.6479,-21.79,5.13,0.0447,0.0353,-0.7688,0.0567,6.24,0.0599,1
Delek Logistics Partners,2017-06,15.92,1.66,0.0118,0.0337,0.31,0.33,0.1843,0.1497,0.9552,-18.8290,-19.71,6.49,0.0562,0.0457,-0.9003,0.0711,11.38,0.0603,1
Delek Logistics Partners,2017-09,14.49,1.19,0.0125,0.0130,0.31,0.32,0.1733,0.1296,0.9491,-15.5803,-16.42,5.80,0.0535,0.0400,-0.6570,0.0669,3.12,0.0760,1
Delek Logistics Partners,2017-12,14.37,1.59,0.0105,0.0421,0.34,0.30,0.1566,0.1251,0.9529,-14.4619,-15.18,5.92,0.0534,0.0426,-0.6472,0.0673,0.85,0.0232,1
Delek Logistics Partners,2018-03,22.70,1.61,0.0072,0.0344,0.25,0.29,0.1628,0.1191,1.1077,-5.6465,-5.10,3.91,0.0410,0.0300,-0.1530,0.0506,0.31,0.0321,1
Thermon Group Holdings Inc,2014-09,73.23,3.73,0.1781,0.3236,0.17,0.52,0.2337,0.1486,0.2489,0.4245,1.71,15.55,0.0401,0.0255,0.0435,0.0481,13.18,0.1006,1
Thermon Group Holdings Inc,2014-12,68.74,3.67,0.1925,0.3382,0.19,0.52,0.2650,0.1781,0.2375,0.4005,1.69,21.22,0.0495,0.0333,0.0561,0.0573,6.51,0.1475,1
Thermon Group Holdings Inc,2015-03,73.26,3.97,0.2069,0.3476,0.16,0.46,0.1698,0.1414,0.2382,0.3974,1.67,12.80,0.0278,0.0232,0.0386,0.0357,9.16,0.1634,1
Thermon Group Holdings Inc,2015-06,76.49,4.36,0.1754,0.3339,0.14,0.47,0.1238,0.0679,0.2312,0.3751,1.62,7.93,0.0178,0.0098,0.0159,0.0269,1.05,0.0380,1
Thermon Group Holdings Inc,2015-09,77.51,3.59,0.1342,0.2908,0.15,0.48,0.1619,0.0986,0.2313,0.3841,1.66,8.77,0.0246,0.0150,0.0249,0.0349,2.64,0.0717,1
Thermon Group Holdings Inc,2015-12,64.04,3.44,0.1710,0.3003,0.16,0.47,0.1589,0.1139,0.2224,0.3670,1.65,12.88,0.0256,0.0183,0.0303,0.0358,21.87,0.2279,1
Thermon Group Holdings Inc,2016-03,71.45,3.45,0.1804,0.3011,0.15,0.44,0.1003,0.0443,0.1997,0.3180,1.59,7.93,0.0155,0.0068,0.0109,0.0252,4.86,0.1375,1
Thermon Group Holdings Inc,2016-06,81.13,3.90,0.1588,0.3114,0.14,0.41,0.0661,0.0398,0.1977,0.3037,1.54,4.58,0.0092,0.0055,0.0085,0.0186,-4.54,-0.0779,1
Thermon Group Holdings Inc,2016-09,74.88,3.96,0.1684,0.3168,0.15,0.42,0.0825,0.0510,0.1915,0.2891,1.51,6.34,0.0125,0.0077,0.0116,0.0227,7.55,0.1063,1
Thermon Group Holdings Inc,2016-12,81.36,4.04,0.0942,0.3221,0.14,0.44,0.1134,0.0833,0.1879,0.2795,1.49,8.47,0.0164,0.0120,0.0179,0.0266,6.69,0.1222,1
Thermon Group Holdings Inc,2017-03,84.86,3.79,0.0943,0.3212,0.15,0.42,0.0781,0.0481,0.1772,0.2614,1.47,6.23,0.0116,0.0072,0.0106,0.0220,4.81,0.1738,1
Thermon Group Holdings Inc,2017-06,90.45,4.20,0.1659,0.3275,0.12,0.46,0.0301,0.0093,0.1680,0.2399,1.43,1.94,0.0035,0.0011,0.0015,0.0140,3.07,0.0729,1
Thermon Group Holdings Inc,2017-09,81.66,3.73,0.1783,0.3270,0.13,0.50,0.1203,0.0775,0.1508,0.2152,1.43,9.42,0.0159,0.0102,0.0146,0.0261,2.53,0.1048,1
Thermon Group Holdings Inc,2017-12,83.00,4.27,0.0751,0.2544,0.14,0.46,0.1102,0.0065,0.3538,0.7289,2.06,3.66,0.0150,0.0009,0.0018,0.0264,-1.70,-0.0071,1
Thermon Group Holdings Inc,2018-03,82.83,3.53,0.0511,0.2382,0.15,0.46,0.1321,0.0590,0.3276,0.6480,1.98,2.94,0.0205,0.0091,0.0181,0.0350,3.21,0.0494,1
Thermon Group Holdings Inc,2018-06,83.63,3.93,0.0482,0.2480,0.14,0.45,0.0927,0.0342,0.3443,0.6727,1.95,2.29,0.0128,0.0047,0.0092,0.0260,-1.52,-0.0190,1
Thermon Group Holdings Inc,2018-09,82.40,3.62,0.0438,0.2455,0.14,0.45,0.0962,0.0358,0.3414,0.6702,1.96,2.18,0.0133,0.0050,0.0097,0.0248,2.67,0.0286,1
Briggs & Stratton Corp,2014-12,42.11,2.17,0.0346,0.3233,0.30,0.20,0.0300,0.0156,0.2090,0.5059,2.42,2.72,0.0089,0.0047,0.0113,0.0177,-4.13,-0.2088,1
Briggs & Stratton Corp,2015-03,45.90,2.15,0.0333,0.3215,0.41,0.19,0.0734,0.0548,0.1908,0.4563,2.39,8.68,0.0304,0.0227,0.0543,0.0393,2.97,0.2171,1
Briggs & Stratton Corp,2015-06,36.05,2.37,0.0811,0.3154,0.37,0.19,0.0578,0.0373,0.1542,0.3918,2.54,6.37,0.0214,0.0138,0.0350,0.0302,7.77,0.8899,1
Briggs & Stratton Corp,2015-12,39.65,1.98,0.0405,0.2769,0.28,0.22,0.0463,0.0304,0.2133,0.5996,2.81,3.82,0.0128,0.0084,0.0237,0.0218,-1.23,-0.0501,1
Briggs & Stratton Corp,2016-03,41.61,2.05,0.0293,0.2815,0.41,0.21,0.0858,0.0444,0.1715,0.4600,2.68,9.26,0.0348,0.0180,0.0483,0.0440,6.12,0.3650,1
Briggs & Stratton Corp,2016-06,34.35,2.19,0.0617,0.2593,0.34,0.19,0.0168,0.0107,0.1519,0.4484,2.95,1.73,0.0058,0.0037,0.0108,0.0153,5.30,0.5434,1
Briggs & Stratton Corp,2016-09,50.43,2.07,0.0292,0.2671,0.19,0.18,-0.0681,-0.0493,0.1844,0.5785,3.14,-4.34,-0.0133,-0.0096,-0.0301,-0.0036,-4.76,-0.2752,1
Briggs & Stratton Corp,2016-12,46.82,1.87,0.0307,0.2523,0.28,0.22,0.0522,0.0356,0.2292,0.7460,3.26,4.36,0.0145,0.0099,0.0322,0.0235,-3.59,-0.1465,1
Briggs & Stratton Corp,2017-03,45.08,1.99,0.0336,0.2670,0.39,0.23,0.0946,0.0600,0.1834,0.5530,3.02,10.23,0.0365,0.0231,0.0698,0.0455,5.68,0.3525,1
Briggs & Stratton Corp,2017-06,43.66,2.09,0.0425,0.2475,0.33,0.21,0.0569,0.0416,0.1529,0.3965,2.59,5.25,0.0186,0.0136,0.0353,0.0282,3.40,0.5267,1
Briggs & Stratton Corp,2017-09,49.99,1.82,0.0376,0.2227,0.22,0.20,-0.0621,-0.0457,0.1888,0.5265,2.79,-4.13,-0.0135,-0.0099,-0.0276,-0.0037,-1.10,-0.1030,1
Briggs & Stratton Corp,2018-03,38.66,1.60,0.0361,0.1912,0.39,0.22,0.0834,0.0528,0.2143,0.5959,2.78,5.85,0.0323,0.0205,0.0569,0.0421,1.42,0.1373,1
TransMontaigne Partners LP,2014-06,30.93,1.07,0.0022,0.0017,0.06,0.58,0.3128,0.2754,0.3555,0.5794,1.63,10.04,0.0187,0.0165,0.0268,0.0293,17.59,0.0668,1
TransMontaigne Partners LP,2014-09,36.71,1.07,0.0011,0.0017,0.05,0.54,0.2313,0.1826,0.3759,0.6327,1.68,5.53,0.0123,0.0097,0.0164,0.0230,20.63,0.0594,1
TransMontaigne Partners LP,2014-12,26.00,1.02,0.0050,0.0005,0.06,0.52,0.0942,1.0374,0.3795,0.6437,1.70,1.92,0.0052,0.0577,0.0979,0.0159,5.15,0.0753,1
TransMontaigne Partners LP,2015-03,26.24,0.78,0.0014,-0.0060,0.06,0.61,0.3266,0.2671,0.3788,0.6428,1.70,6.37,0.0188,0.0153,0.0260,0.0299,2.97,0.0802,1
TransMontaigne Partners LP,2015-06,28.54,1.08,0.0076,0.0021,0.06,0.57,0.3849,0.3291,0.3854,0.6597,1.71,7.34,0.0214,0.0183,0.0313,0.0324,2.13,0.0745,1
TransMontaigne Partners LP,2015-09,21.91,0.56,0.0012,-0.0142,0.06,0.55,0.2704,0.2069,0.3787,0.6487,1.71,4.58,0.0153,0.0117,0.0200,0.0266,3.28,0.1153,1
TransMontaigne Partners LP,2015-12,17.48,0.46,0.0010,-0.0180,0.06,0.59,0.2720,0.2894,0.3777,0.6459,1.71,8.35,0.0167,0.0178,0.0304,0.0289,3.99,0.0787,1
TransMontaigne Partners LP,2017-03,24.68,0.68,0.0009,-0.0129,0.06,0.63,0.2863,0.2888,0.4199,0.7841,1.87,5.97,0.0184,0.0186,0.0347,0.0314,3.20,0.1038,1
TransMontaigne Partners LP,2017-06,25.13,0.87,0.0028,-0.0043,0.06,0.65,0.3341,0.3192,0.4308,0.8091,1.88,6.00,0.0216,0.0207,0.0388,0.0346,1.36,0.0862,1
TransMontaigne Partners LP,2017-09,27.36,0.85,0.0069,-0.0057,0.06,0.61,0.9550,0.2413,0.4303,0.8175,1.90,16.34,0.0618,0.0156,0.0297,0.0747,3.16,0.0907,1
TransMontaigne Partners LP,2017-12,23.68,1.31,0.0009,0.0083,0.05,0.63,-1.6327,0.2120,0.6010,1.6287,2.71,-24.75,-0.0788,0.0102,0.0277,-0.0688,0.07,0.0336,1
TransMontaigne Partners LP,2018-03,24.43,1.05,0.0010,0.0013,0.06,0.64,0.2878,0.2157,0.5969,1.6087,2.69,2.51,0.0167,0.0125,0.0336,0.0293,3.75,0.0419,1
China Yuchai International Ltd,2014-12,9.06,1.62,0.1221,0.2624,0.21,0.25,0.0997,0.0615,0.1218,0.3272,2.69,-85.68,0.0208,0.0128,0.0345,0.0208,1.25,0.2187,1
China Yuchai International Ltd,2015-12,11.86,1.50,0.1847,0.2321,0.16,0.24,0.0615,0.0202,0.1305,0.3392,2.60,9.63,0.0096,0.0031,0.0082,0.0096,1.67,0.4072,1
China Yuchai International Ltd,2016-03,193.21,1.96,0.3215,0.4889,0.26,0.18,0.0544,0.0264,0.1933,0.3494,1.81,6.34,0.0139,0.0067,0.0122,0.0139,2.50,0.3907,1
China Yuchai International Ltd,2016-06,165.63,2.20,0.3074,0.5451,0.31,0.19,0.0663,0.0338,0.0730,0.1184,1.62,11.65,0.0204,0.0104,0.0168,0.0204,2.50,1.1487,1
China Yuchai International Ltd,2016-09,228.84,2.31,0.2579,0.5680,0.24,0.22,0.0558,0.0266,0.0637,0.1026,1.61,8.69,0.0134,0.0064,0.0103,0.0526,4.31,2.2105,1
China Yuchai International Ltd,2016-12,5.81,1.66,0.1965,0.2835,0.20,0.27,0.0913,0.0605,0.0490,0.1185,2.42,50.57,0.0183,0.0122,0.0294,0.0183,2.86,1.0984,1
China Yuchai International Ltd,2017-03,172.17,2.11,0.2876,0.5271,0.31,0.19,0.0945,0.0546,0.0929,0.1730,1.86,16.08,0.0292,0.0168,0.0314,0.0292,2.86,0.7294,1
China Yuchai International Ltd,2017-06,185.63,2.15,0.3275,0.5352,0.27,0.18,0.0590,0.0321,0.1020,0.1969,1.93,14.65,0.0161,0.0087,0.0169,0.0161,2.86,0.6518,1
China Yuchai International Ltd,2017-09,226.82,2.16,0.2794,0.5367,0.24,0.20,0.0786,0.0437,0.1218,0.2425,1.99,9.12,0.0188,0.0105,0.0208,0.0490,6.49,1.1801,1
China Yuchai International Ltd,2017-12,5.05,1.70,0.2565,0.3142,0.18,0.29,0.0377,0.1079,0.0774,0.1948,2.52,7.07,0.0068,0.0194,0.0489,0.0068,5.71,1.2298,1
China Yuchai International Ltd,2018-03,184.42,2.31,0.2975,0.5662,0.27,0.20,0.0978,0.0560,0.0997,0.1915,1.92,18.84,0.0261,0.0149,0.0287,0.0261,5.71,1.2323,1
Oasis Midstream Partners LP,2016-12,47.94,0.24,0.0022,-0.1290,0.07,0.94,0.5832,0.3342,0.1555,0.2110,1.36,12.50,0.0425,0.0244,0.0331,0.0496,0.44,0.2252,0
Oasis Midstream Partners LP,2017-03,45.17,0.28,0.0022,-0.1081,0.08,0.67,0.5516,0.3254,0.1518,0.2013,1.33,17.06,0.0450,0.0266,0.0352,0.0525,0.86,0.2911,0
Oasis Midstream Partners LP,2017-06,43.00,0.70,0.0021,-0.0176,0.08,0.68,0.5731,0.3083,0.1470,0.3264,2.22,7.66,0.0485,0.0261,0.0579,0.0564,0.46,0.3157,1
Oasis Midstream Partners LP,2017-09,10.69,0.92,0.0020,-0.0010,0.09,0.64,0.5305,0.0339,0.1400,0.2679,1.91,9.20,0.0503,0.0032,0.0061,0.0586,0.51,0.4156,1
Oasis Midstream Partners LP,2017-12,137.10,1.25,0.0012,0.0250,0.08,0.95,0.5866,1.2472,0.1099,0.3163,2.88,33.37,0.0470,0.0999,0.2877,0.0532,0.16,0.1061,1
Oasis Midstream Partners LP,2018-03,85.08,0.75,0.0053,-0.0268,0.08,0.62,0.5176,0.5133,0.1524,0.4764,3.13,121.34,0.0414,0.0411,0.1284,0.0497,0.98,0.6389,1
Oasis Midstream Partners LP,2018-06,77.47,0.85,0.0033,-0.0129,0.08,0.65,0.5659,0.1870,0.1991,0.6674,3.35,205.84,0.0455,0.0150,0.0503,0.0535,0.53,0.2509,1
Cross America Partners LP,2014-09,3.48,0.87,0.0060,-0.0220,1.52,0.03,0.0101,0.0050,0.3150,0.5115,1.62,1.63,0.0154,0.0076,0.0123,0.0323,1.92,0.0345,1
Cross America Partners LP,2015-09,4.37,0.82,0.0021,-0.0176,0.71,0.08,0.0237,0.0162,0.4853,0.7167,1.48,3.05,0.0168,0.0115,0.0170,0.0326,-12.88,0.0757,1
Cross America Partners LP,2015-12,4.22,0.78,0.0014,-0.0195,0.54,0.08,0.0075,0.0090,0.4775,0.6943,1.45,0.77,0.0041,0.0049,0.0071,0.0182,25.76,0.0379,1
Cross America Partners LP,2016-03,5.73,0.83,0.0022,-0.0133,0.41,0.10,0.0051,0.0048,0.5593,0.7736,1.38,0.37,0.0021,0.0020,0.0027,0.0168,5.38,0.0368,1
Cross America Partners LP,2016-06,4.59,0.89,0.0036,-0.0088,0.57,0.08,0.0102,0.0071,0.5400,0.7307,1.35,0.91,0.0058,0.0040,0.0055,0.0222,9.35,0.0381,1
Cross America Partners LP,2016-09,4.15,0.87,0.0031,-0.0096,0.52,0.08,0.0109,0.0061,0.5448,0.7298,1.34,0.95,0.0057,0.0032,0.0043,0.0206,4.82,0.0524,1
Cross America Partners LP,2016-12,5.25,0.87,0.0014,-0.0104,0.54,0.08,0.0070,0.0046,0.5013,0.6572,1.31,0.55,0.0038,0.0025,0.0033,0.0192,2.21,0.0337,1
Cross America Partners LP,2017-03,4.26,0.85,0.0063,-0.0117,0.51,0.08,0.0043,0.0036,0.5177,0.6681,1.29,0.30,0.0022,0.0018,0.0024,0.0179,10.01,0.0458,1
Cross America Partners LP,2017-06,3.61,0.73,0.0038,-0.0247,0.58,0.05,-0.0015,-0.0095,0.5220,0.6551,1.25,-0.12,-0.0009,-0.0056,-0.0070,0.0149,5.08,0.0584,0
Cross America Partners LP,2017-09,3.96,0.70,0.0018,-0.0297,0.62,0.08,0.0113,0.0080,0.5216,0.6465,1.24,0.87,0.0070,0.0049,0.0061,0.0230,-0.80,0.0373,1
Cross America Partners LP,2017-12,4.53,0.86,0.0041,-0.0137,0.58,0.07,0.0122,0.0382,0.5617,0.6857,1.22,0.92,0.0071,0.0223,0.0272,0.0232,-16.82,0.0423,1
Cross America Partners LP,2018-03,4.14,0.81,0.0018,-0.0189,0.60,0.07,0.0061,-0.0015,0.5776,0.6898,1.19,0.42,0.0036,-0.0009,-0.0010,0.0203,8.73,0.0338,0
Cross America Partners LP,2018-06,4.43,0.77,0.0027,-0.0256,0.73,0.03,0.0023,-0.0105,0.5599,0.6520,1.16,0.19,0.0017,-0.0077,-0.0089,0.0255,4.70,0.0370,0
CONSOL Coal Resources,2015-06,2.08,0.18,0.0024,-0.1857,0.15,0.40,0.1912,0.1551,0.4406,1.0711,2.43,5.29,0.0294,0.0239,0.0580,0.0512,1.57,0.0602,0
CONSOL Coal Resources,2015-09,32.69,0.78,0.0070,-0.0292,0.15,0.43,0.2551,0.2263,0.4096,0.9535,2.33,8.77,0.0384,0.0341,0.0793,0.0580,1.21,0.0481,1
CONSOL Coal Resources,2015-12,26.31,0.74,0.0124,-0.0290,0.13,0.26,0.1962,1.3393,0.3440,0.6657,1.94,7.10,0.0254,0.1731,0.3349,0.0445,3.52,0.1627,1
CONSOL Coal Resources,2016-03,29.37,0.98,0.0214,-0.0017,0.14,0.18,0.0969,0.0418,0.4618,1.1338,2.46,2.93,0.0136,0.0059,0.0144,0.0379,1.09,0.0179,1
CONSOL Coal Resources,2016-06,24.42,0.87,0.0216,-0.0139,0.16,0.16,0.0890,0.0388,0.4685,1.1870,2.53,2.88,0.0144,0.0063,0.0159,0.0395,6.51,0.1097,1
CONSOL Coal Resources,2016-09,27.33,0.72,0.0125,-0.0331,0.14,0.20,0.1235,0.0719,0.4037,0.9061,2.24,3.88,0.0170,0.0099,0.0222,0.0379,7.33,0.1099,0
CONSOL Coal Resources,2016-12,25.56,0.75,0.0194,-0.0318,0.17,0.25,0.1681,0.2339,0.3923,0.8732,2.23,5.80,0.0281,0.0391,0.0870,0.0492,8.22,0.1303,0
CONSOL Coal Resources,2017-03,28.42,0.83,0.0132,-0.0210,0.17,0.27,0.1984,0.1689,0.3916,0.8564,2.19,6.72,0.0333,0.0284,0.0621,0.0546,8.70,0.0910,1
CONSOL Coal Resources,2017-06,29.66,0.81,0.0135,-0.0247,0.17,0.27,0.1682,0.1391,0.3820,0.8330,2.18,5.79,0.0283,0.0234,0.0510,0.0492,6.71,0.1233,1
CONSOL Coal Resources,2017-09,27.90,0.70,0.0074,-0.0390,0.16,0.20,0.0769,0.0462,0.3853,0.8579,2.23,2.50,0.0125,0.0075,0.0167,0.0340,2.95,0.1080,0
CONSOL Coal Resources,2017-12,38.21,0.77,0.0031,-0.0309,0.16,0.33,0.1696,0.1436,0.3977,0.9222,2.32,6.51,0.0270,0.0229,0.0531,0.0478,1.64,0.0603,0
CONSOL Coal Resources,2018-03,30.67,0.81,0.0015,-0.0239,0.19,0.33,0.2530,0.2323,0.3799,0.8491,2.24,12.25,0.0486,0.0446,0.0997,0.0705,5.94,0.1565,1
CONSOL Coal Resources,2018-06,22.37,0.61,0.0014,-0.0537,0.21,0.29,0.2158,0.1976,0.3368,0.7109,2.11,11.86,0.0444,0.0407,0.0858,0.0694,6.75,0.3050,0
CONSOL Coal Resources,2018-09,23.96,0.63,0.0019,-0.0475,0.16,0.20,0.1355,0.1148,0.3524,0.7572,2.15,6.54,0.0215,0.0182,0.0392,0.0449,2.09,0.1013,0
Evolution Petroleum Corp,2014-12,34.15,4.63,0.3426,0.3135,0.12,0.61,0.2815,0.1609,0.0152,0.0205,1.35,117.55,0.0330,0.0189,0.0254,0.0474,4.01,4.0095,1
Evolution Petroleum Corp,2015-03,34.02,4.37,0.3127,0.2826,0.11,0.55,0.1774,0.1040,0.0153,0.0208,1.35,103.08,0.0192,0.0113,0.0153,0.0370,0.81,1.9787,1
Evolution Petroleum Corp,2015-06,31.01,2.54,0.2879,0.2055,0.13,0.69,0.3567,0.2083,0.0143,0.0206,1.44,175.77,0.0463,0.0270,0.0389,0.0636,1.54,3.7612,1
Evolution Petroleum Corp,2015-09,32.68,5.05,0.1424,0.1419,0.06,0.65,0.6594,0.4190,0.0087,0.0192,2.20,263.58,0.0425,0.0270,0.0594,0.0533,0.34,2.2369,1
Evolution Petroleum Corp,2015-12,34.76,3.00,0.2335,0.1963,0.09,0.66,0.1828,0.1243,0.0143,0.0192,1.34,86.27,0.0173,0.0118,0.0158,0.0385,1.09,2.2703,1
Evolution Petroleum Corp,2016-06,32.79,4.35,0.3497,0.2930,0.07,0.72,3.9243,2.8830,0.0103,0.0131,1.28,1436.40,0.2916,0.2142,0.2735,0.3041,2.79,24.8879,1
Evolution Petroleum Corp,2016-09,29.85,2.73,0.3040,0.2116,0.08,0.69,0.3590,0.2392,0.0108,0.0146,1.36,134.00,0.0294,0.0196,0.0266,0.0432,0.30,1.4745,1
Evolution Petroleum Corp,2016-12,32.72,5.36,0.2200,0.2136,0.10,0.73,0.4325,0.2705,0.0115,0.0146,1.27,178.14,0.0424,0.0265,0.0336,0.0575,1.38,4.3778,1
Evolution Petroleum Corp,2017-03,31.86,8.51,0.2312,0.2456,0.11,0.70,0.4155,0.2540,0.0114,0.0145,1.27,194.79,0.0452,0.0277,0.0351,0.0628,2.59,5.4984,1
Evolution Petroleum Corp,2017-06,27.77,9.62,0.2609,0.2654,0.10,0.62,0.2935,0.1699,0.0113,0.0146,1.29,127.22,0.0294,0.0170,0.0219,0.0478,5.14,5.1402,1
Evolution Petroleum Corp,2017-09,31.91,9.04,0.2721,0.2753,0.10,0.66,0.2988,0.2507,0.0113,0.0146,1.29,124.73,0.0288,0.0241,0.0312,0.0461,8.27,4.2013,1
Evolution Petroleum Corp,2017-12,33.16,10.01,0.2828,0.3030,0.12,0.74,0.4378,0.8925,0.0110,0.0131,1.20,236.85,0.0532,0.1085,0.1298,0.0713,9.61,4.8963,1
Evolution Petroleum Corp,2018-03,34.68,9.32,0.2965,0.3098,0.11,0.67,0.3595,0.2994,0.0109,0.0131,1.20,120.71,0.0402,0.0335,0.0403,0.0552,8.24,5.4180,1
Seadrill Partners LLC,2014-06,85.97,2.22,0.0928,0.0910,0.06,0.67,0.4083,0.0901,0.5763,3.3277,5.77,3.76,0.0251,0.0055,0.0320,0.0354,8.15,0.0391,1
Seadrill Partners LLC,2014-09,74.93,1.62,0.0816,0.0572,0.06,0.63,0.4571,0.1614,0.5253,3.0377,5.78,4.33,0.0279,0.0098,0.0569,0.0373,-9.14,0.0850,1
Seadrill Partners LLC,2014-12,83.18,1.18,0.0382,0.0174,0.06,0.77,0.3094,0.0859,0.5752,3.9328,6.84,3.04,0.0188,0.0052,0.0358,0.0293,6.61,0.0463,1
Seadrill Partners LLC,2015-03,56.74,1.23,0.0393,0.0191,0.06,0.70,0.3424,0.0953,0.5809,3.9306,6.77,2.64,0.0223,0.0062,0.0419,0.0346,31.41,0.0430,1
Seadrill Partners LLC,2015-06,61.85,0.91,0.0293,-0.0105,0.06,0.71,0.6421,0.2428,0.5796,4.0799,7.04,6.30,0.0398,0.0150,0.1058,0.0524,64.14,0.0591,1
