Company, Quarter, Days Receivable, Current Ratio, Cash to TA, Working Capital To TA, Asset Turnover, Gross Profit Margin,Operating Profit Margin, Net Profit Margin, Debt to asset, Debt to equity, Equity multiplier,Time interest earned coverage, Operating return on asset, Return on asset, Return on Equity, EBITDA to TA, Cashflow to expenditure,Cashflow to debt, Result
Laz-boy Inc,2014-10,38.50,3.11,0.1496,0.4360,0.47,0.36,0.0826,0.0534,0.0006,0.0008,1.47,208.22,0.0392,0.0253,0.0373,0.0465,1.56,75.3196,1
Laz-boy Inc,2015-01,37.49,3.10,0.1283,0.4199,0.47,0.36,0.0752,0.0502,0.0005,0.0007,1.47,205.56,0.0351,0.0234,0.0344,0.0420,1.46,60.9843,1
Laz-boy Inc,2015-04,38.06,3.08,0.1269,0.4151,0.48,0.36,0.0788,0.0539,0.0011,0.0016,1.48,256.99,0.0382,0.0261,0.0386,0.0459,2.29,38.1771,1
Laz-boy Inc,2015-07,35.77,3.21,0.1149,0.4217,0.45,0.36,0.0585,0.0401,0.0014,0.0021,1.45,178.27,0.0262,0.0180,0.0261,0.0344,0.24,1.3985,1
Laz-boy Inc,2015-10,35.93,2.92,0.0949,0.3964,0.49,0.38,0.0872,0.0547,0.0063,0.0093,1.47,251.08,0.0425,0.0267,0.0392,0.0506,2.71,4.0663,1
Laz-boy Inc,2018-07,32.51,2.76,0.1481,0.3696,0.42,0.39,0.0602,0.0476,0.0004,0.0006,1.48,222.69,0.0255,0.0202,0.0298,0.0339,2.03,88.5785,1
AZZ Inc,2014-08,52.75,2.02,0.0429,0.1646,0.20,0.22,0.1187,0.0712,0.4067,0.9788,2.41,5.44,0.0237,0.0142,0.0342,0.0362,7.48,0.1058,1
AZZ Inc,2014-11,52.32,2.00,0.0448,0.1704,0.23,0.27,0.1465,0.0888,0.3858,0.9113,2.36,8.03,0.0336,0.0203,0.0481,0.0459,4.08,0.0769,1
AZZ Inc,2015-02,62.02,2.00,0.0240,0.1596,0.19,0.26,0.1267,0.0893,0.3606,0.8043,2.23,5.73,0.0246,0.0174,0.0388,0.0367,3.70,0.1043,1
AZZ Inc,2015-05,51.13,2.21,0.0462,0.1980,0.23,0.26,0.1437,0.0870,0.3704,0.8395,2.27,8.55,0.0332,0.0201,0.0456,0.0447,0.76,0.0129,1
AZZ Inc,2015-08,55.91,2.03,0.0206,0.1604,0.22,0.25,0.1233,0.0805,0.3660,0.8047,2.20,6.57,0.0268,0.0175,0.0385,0.0394,3.37,0.1392,1
AZZ Inc,2015-11,48.95,1.82,0.0178,0.1455,0.24,0.26,0.1502,0.0971,0.3248,0.6869,2.11,9.73,0.0367,0.0238,0.0503,0.0491,4.94,0.1532,1
AZZ Inc,2016-02,58.03,2.11,0.0407,0.1680,0.21,0.26,0.1206,0.0728,0.3295,0.6723,2.04,6.94,0.0249,0.0150,0.0306,0.0374,5.14,0.1211,1
AZZ Inc,2016-05,55.64,2.05,0.0119,0.1603,0.25,0.26,0.1450,0.0886,0.3212,0.6455,2.01,9.25,0.0359,0.0220,0.0441,0.0484,0.95,0.0304,1
AZZ Inc,2016-08,61.42,2.07,0.0160,0.1605,0.20,0.21,0.0752,0.0506,0.3039,0.5899,1.94,4.22,0.0152,0.0102,0.0199,0.0281,4.43,0.1333,1
AZZ Inc,2016-11,65.90,2.15,0.0132,0.1776,0.22,0.22,0.1149,0.0730,0.3057,0.5992,1.96,7.17,0.0258,0.0164,0.0321,0.0381,0.79,0.0233,1
AZZ Inc,2017-02,67.63,2.17,0.0116,0.1638,0.19,0.25,0.1155,0.0666,0.2774,0.5091,1.84,5.95,0.0217,0.0125,0.0230,0.0344,4.46,0.1986,1
AZZ Inc,2017-05,66.88,2.49,0.0063,0.1941,0.20,0.23,0.0975,0.0588,0.2983,0.5589,1.87,5.96,0.0199,0.0120,0.0225,0.0323,-1.59,-0.0527,1
AZZ Inc,2017-08,63.51,2.57,0.0035,0.1965,0.19,0.22,0.0886,0.0498,0.2984,0.5535,1.85,5.11,0.0172,0.0097,0.0179,0.0296,2.86,0.0616,1
AZZ Inc,2017-11,64.10,2.46,0.0103,0.1933,0.20,0.15,0.0075,-0.0008,0.2981,0.5643,1.89,0.44,0.0015,-0.0002,-0.0003,0.0140,7.37,0.1171,1
AZZ Inc,2018-02,63.46,2.50,0.0203,0.1920,0.20,0.19,0.0463,0.1170,0.2926,0.5324,1.82,2.58,0.0090,0.0228,0.0416,0.0214,5.14,0.1336,1
AZZ Inc,2018-05,58.08,2.96,0.0130,0.2322,0.25,0.22,0.0904,0.0599,0.3010,0.5589,1.86,6.17,0.0221,0.0147,0.0273,0.0344,-4.34,-0.0384,1
AZZ Inc,2018-08,61.59,3.14,0.0089,0.2314,0.21,0.21,0.0768,0.0505,0.2848,0.5046,1.77,4.30,0.0165,0.0108,0.0192,0.0286,7.47,0.1009,1
Group 1 Automotive Inc,2014-09,11.29,1.07,0.0128,0.0320,0.66,0.14,0.0344,0.0100,0.5774,2.3220,4.02,3.81,0.0228,0.0066,0.0266,0.0261,-1.32,0.0616,1
Group 1 Automotive Inc,2014-12,13.78,1.06,0.0099,0.0273,0.61,0.14,0.0222,0.0074,0.5965,2.5258,4.23,2.42,0.0136,0.0045,0.0191,0.0165,-1.38,-0.0298,1
Group 1 Automotive Inc,2015-03,13.41,1.09,0.0064,0.0404,0.59,0.15,0.0332,0.0147,0.6039,2.5786,4.27,3.47,0.0197,0.0087,0.0373,0.0228,2.65,0.0235,1
Group 1 Automotive Inc,2015-06,12.48,1.04,0.0056,0.0206,0.63,0.14,0.0360,0.0170,0.6012,2.5763,4.29,4.04,0.0228,0.0108,0.0461,0.0258,1.17,0.0087,1
Group 1 Automotive Inc,2015-09,11.34,1.03,0.0051,0.0147,0.65,0.14,0.0345,0.0162,0.6098,2.7000,4.43,4.09,0.0225,0.0105,0.0467,0.0255,5.46,0.0574,1
Group 1 Automotive Inc,2015-12,13.81,1.07,0.0030,0.0339,0.61,0.14,0.0331,-0.0125,0.6307,3.0199,4.79,3.53,0.0201,-0.0076,-0.0364,0.0228,-8.97,-0.0324,1
Group 1 Automotive Inc,2016-03,12.55,1.07,0.0049,0.0332,0.58,0.15,0.0318,0.0131,0.6259,3.1087,4.97,2.97,0.0183,0.0076,0.0376,0.0210,5.85,0.0409,1
Group 1 Automotive Inc,2016-06,11.77,1.04,0.0055,0.0200,0.62,0.15,0.0354,0.0167,0.6371,3.3053,5.19,3.48,0.0219,0.0103,0.0537,0.0247,1.56,0.0198,1
Group 1 Automotive Inc,2016-09,11.56,1.04,0.0052,0.0163,0.64,0.14,0.0336,0.0125,0.6131,3.0562,4.98,3.36,0.0214,0.0080,0.0399,0.0244,4.61,0.0789,1
Group 1 Automotive Inc,2016-12,14.91,1.05,0.0047,0.0218,0.60,0.15,0.0363,0.0115,0.6117,2.9342,4.80,3.41,0.0217,0.0069,0.0331,0.0247,-0.10,-0.0006,1
Group 1 Automotive Inc,2017-03,13.10,1.07,0.0075,0.0294,0.56,0.15,0.0318,0.0135,0.6036,2.7967,4.63,2.77,0.0179,0.0076,0.0350,0.0209,1.56,0.0255,1
Group 1 Automotive Inc,2017-06,12.66,1.08,0.0057,0.0360,0.58,0.15,0.0345,0.0146,0.6212,2.9693,4.78,3.02,0.0199,0.0084,0.0403,0.0229,-0.83,-0.0059,1
Group 1 Automotive Inc,2017-09,14.22,1.05,0.0141,0.0204,0.64,0.14,0.0292,0.0099,0.5881,2.7519,4.68,2.81,0.0186,0.0063,0.0296,0.0218,3.42,0.0917,1
Group 1 Automotive Inc,2017-12,15.26,1.06,0.0059,0.0268,0.60,0.15,0.0346,0.0378,0.6004,2.6013,4.33,3.15,0.0207,0.0227,0.0983,0.0238,-1.64,-0.0370,1
Group 1 Automotive Inc,2018-03,15.67,1.06,0.0065,0.0289,0.57,0.15,0.0276,0.0125,0.5845,2.5097,4.29,2.40,0.0156,0.0071,0.0304,0.0189,3.31,0.0503,1
Group 1 Automotive Inc,2018-06,13.09,1.07,0.0085,0.0317,0.60,0.15,0.0385,0.0192,0.5817,2.4241,4.17,3.34,0.0232,0.0116,0.0482,0.0266,-3.50,0.0402,1
Group 1 Automotive Inc,2018-09,12.61,1.03,0.0066,0.0119,0.59,0.15,0.0351,0.0120,0.5857,2.4896,4.25,3.00,0.0208,0.0071,0.0303,0.0242,-52.51,0.0330,1
PepsiCo Inc (PEP),2014-09,43.78,1.16,0.0905,0.0466,0.21,0.54,0.1654,0.1166,0.4069,1.4192,3.49,13.24,0.0354,0.0250,0.0870,0.0432,6.69,0.1228,1
PepsiCo Inc (PEP),2014-12,26.24,1.14,0.0870,0.0365,0.28,0.53,0.1018,0.0657,0.4098,1.6571,4.04,7.15,0.0288,0.0186,0.0752,0.0406,3.02,0.1320,1
PepsiCo Inc (PEP),2015-03,51.29,1.04,0.0921,0.0114,0.18,0.55,0.1471,0.0999,0.4361,1.9135,4.39,8.52,0.0258,0.0175,0.0769,0.0329,1.04,0.0089,1
PepsiCo Inc (PEP),2015-06,44.23,1.07,0.1046,0.0211,0.22,0.55,0.1821,0.1243,0.4353,1.9262,4.42,13.36,0.0401,0.0274,0.1212,0.0481,4.55,0.0792,1
PepsiCo Inc (PEP),2015-09,42.25,1.20,0.1244,0.0535,0.23,0.55,0.0867,0.0326,0.4555,2.3656,5.19,6.29,0.0203,0.0076,0.0396,0.0284,6.76,0.1261,1
PepsiCo Inc (PEP),2015-12,26.62,1.31,0.1306,0.0783,0.27,0.55,0.1205,0.0924,0.4778,2.7916,5.84,7.07,0.0322,0.0247,0.1441,0.0432,2.99,0.1143,1
PepsiCo Inc (PEP),2016-03,51.92,1.42,0.1160,0.1017,0.17,0.57,0.1365,0.0785,0.5011,3.1578,6.30,6.58,0.0231,0.0133,0.0838,0.0300,0.84,0.0087,1
PepsiCo Inc (PEP),2016-06,44.67,1.40,0.1327,0.1020,0.21,0.56,0.1925,0.1302,0.4899,2.9083,5.94,11.62,0.0408,0.0276,0.1637,0.0485,5.52,0.0787,1
PepsiCo Inc (PEP),2016-09,44.37,1.32,0.1388,0.0881,0.22,0.55,0.1760,0.1243,0.4818,2.8254,5.86,11.42,0.0382,0.0270,0.1581,0.0458,5.85,0.1044,1
PepsiCo Inc (PEP),2016-12,26.33,1.25,0.1246,0.0723,0.27,0.54,0.1220,0.0718,0.5027,3.3299,6.62,4.01,0.0324,0.0191,0.1263,0.0427,2.68,0.1042,1
PepsiCo Inc (PEP),2017-03,52.19,1.25,0.1277,0.0738,0.16,0.56,0.1546,0.1094,0.5181,3.3415,6.45,7.39,0.0250,0.0177,0.1139,0.0314,-0.63,-0.0050,1
PepsiCo Inc (PEP),2017-06,44.00,1.32,0.1336,0.0927,0.20,0.55,0.1858,0.1340,0.5132,3.1832,6.20,11.02,0.0379,0.0274,0.1697,0.0451,4.50,0.0619,1
PepsiCo Inc (PEP),2017-09,44.72,1.35,0.1305,0.0999,0.21,0.55,0.1800,0.1320,0.4992,2.9461,5.90,10.87,0.0373,0.0273,0.1613,0.0446,7.05,0.0979,1
PepsiCo Inc (PEP),2017-12,27.45,1.51,0.1330,0.1319,0.24,0.54,0.1436,-0.0364,0.4922,3.6074,7.33,7.68,0.0351,-0.0089,-0.0652,0.0447,2.80,0.0995,1
PepsiCo Inc (PEP),2018-03,52.39,1.28,0.1642,0.0875,0.15,0.55,0.1438,0.1069,0.5316,3.9999,7.52,6.15,0.0221,0.0164,0.1234,0.0281,-3.82,-0.0301,1
PepsiCo Inc (PEP),2018-06,44.55,1.24,0.1760,0.0738,0.20,0.55,0.1882,0.1131,0.5156,4.0147,7.79,9.83,0.0385,0.0231,0.1800,0.0458,4.29,0.0590,1
PepsiCo Inc (PEP),2018-09,44.19,1.31,0.1629,0.0834,0.22,0.54,0.1725,0.1515,0.4769,3.4141,7.16,9.42,0.0386,0.0339,0.2429,0.0463,6.54,0.1038,1
Anheuser-Busch InBev SA/NV ADR (BUD),2016-09,52.94,2.11,0.0317,0.2045,0.06,0.60,0.2893,0.0500,0.5680,3.2034,5.64,3.55,0.0168,0.0029,0.0164,0.0335,2.86,0.1092,1
Anheuser-Busch InBev SA/NV ADR (BUD),2017-09,37.95,0.82,0.0294,-0.0258,0.06,0.62,0.3176,0.1394,0.4745,1.6440,3.46,4.56,0.0186,0.0082,0.0283,0.0346,2.37,0.0977,1
Fomento Economico Mexicano SAB de CV ADR (FMX),2014-09,16.18,1.56,0.1130,0.0817,0.20,0.42,0.1150,0.0664,0.2099,0.3411,1.63,4.66,0.0225,0.0130,0.0211,0.0488,1.78,0.3709,1
Fomento Economico Mexicano SAB de CV ADR (FMX),2015-09,21.12,1.24,0.1031,0.0440,0.19,0.39,0.1081,0.0632,0.2419,0.4329,1.79,4.74,0.0202,0.0118,0.0212,0.0440,2.23,0.3671,1
Nike Inc Class B (NKE),2014-08,40.44,2.81,0.1243,0.4712,0.43,0.47,0.1555,0.1205,0.0727,0.1213,1.67,103.42,0.0670,0.0519,0.0866,0.0731,2.26,0.4365,1
Nike Inc Class B (NKE),2014-11,42.16,2.84,0.1186,0.4746,0.39,0.45,0.1205,0.0888,0.0671,0.1100,1.64,80.82,0.0464,0.0342,0.0560,0.0534,2.88,0.5027,1
Nike Inc Class B (NKE),2015-02,39.74,2.72,0.1468,0.4684,0.36,0.46,0.1403,0.1060,0.0609,0.1011,1.66,1047.00,0.0510,0.0385,0.0640,0.0624,8.95,1.6811,1
Nike Inc Class B (NKE),2015-05,38.85,2.52,0.1783,0.4464,0.36,0.46,0.1283,0.1112,0.0583,0.0992,1.70,-18.48,0.0462,0.0400,0.0681,0.0540,5.59,1.0651,1
Nike Inc Class B (NKE),2015-08,35.17,2.89,0.1563,0.4797,0.41,0.47,0.1685,0.1401,0.0582,0.0937,1.61,-52.52,0.0683,0.0568,0.0914,0.0762,1.54,0.4065,1
Nike Inc Class B (NKE),2015-11,40.25,3.04,0.1705,0.4979,0.34,0.46,0.1224,0.1021,0.0961,0.1620,1.68,-32.45,0.0417,0.0348,0.0586,0.0486,1.89,0.2510,1
Nike Inc Class B (NKE),2016-02,37.74,3.06,0.1450,0.4896,0.38,0.46,0.1398,0.1183,0.0979,0.1671,1.71,-93.58,0.0535,0.0453,0.0772,0.0619,3.06,0.4263,1
Nike Inc Class B (NKE),2016-05,35.38,2.80,0.1468,0.4522,0.39,0.46,0.1237,0.1026,0.0953,0.1663,1.74,-19.25,0.0477,0.0396,0.0690,0.0553,6.17,0.7296,1
Nike Inc Class B (NKE),2016-08,35.02,2.72,0.1257,0.4361,0.43,0.46,0.1353,0.1378,0.0973,0.1693,1.74,-22.29,0.0580,0.0590,0.1027,0.0665,2.84,0.3827,1
Nike Inc Class B (NKE),2016-11,38.27,3.06,0.1916,0.4762,0.36,0.44,0.1358,0.1029,0.1561,0.2870,1.84,-370.33,0.0490,0.0372,0.0683,0.0569,4.18,0.2776,1
Nike Inc Class B (NKE),2017-02,40.05,3.07,0.1737,0.4723,0.36,0.44,0.1487,0.1353,0.1512,0.2752,1.82,-18.17,0.0542,0.0493,0.0897,0.0615,4.24,0.3182,1
Nike Inc Class B (NKE),2017-05,38.14,2.93,0.1637,0.4552,0.37,0.44,0.1335,0.1162,0.1635,0.3064,1.87,-115.80,0.0498,0.0433,0.0812,0.0579,2.92,0.2530,1
Nike Inc Class B (NKE),2017-08,38.41,2.67,0.1443,0.4286,0.38,0.44,0.1219,0.1047,0.1613,0.3180,1.97,32.53,0.0468,0.0402,0.0792,0.0546,2.13,0.1508,1
Nike Inc Class B (NKE),2017-11,38.01,2.46,0.1789,0.4087,0.36,0.43,0.1064,0.0897,0.1958,0.4007,2.05,29.35,0.0378,0.0319,0.0652,0.0458,5.83,0.2808,1
Nike Inc Class B (NKE),2018-05,32.16,2.51,0.1885,0.4035,0.43,0.45,0.1285,0.1162,0.1691,0.3883,2.30,29.26,0.0558,0.0505,0.1159,0.0647,7.64,0.5958,1
Nike Inc Class B (NKE),2018-08,39.17,2.31,0.1460,0.3911,0.44,0.44,0.1341,0.1098,0.1551,0.3877,2.50,20.84,0.0593,0.0486,0.1214,0.0674,3.84,0.3732,1
British American Tobacco PLC ADR (BTI),2006-12,90.18,1.24,0.0494,0.0553,0.09,0.72,-0.7184,0.1788,0.0000,0.0002,4.79,-15.29,-0.0629,0.0157,0.0750,-0.0560,9.41,1355.0000,1
British American Tobacco PLC ADR (BTI),2007-06,117.91,1.09,0.0623,0.0256,0.08,0.71,0.3165,0.2343,0.0000,0.0002,6.44,8.58,0.0250,0.0185,0.1193,0.0386,12.59,4720.0000,1
British American Tobacco PLC ADR (BTI),2008-06,119.88,1.04,0.0515,0.0126,0.07,0.72,0.3224,0.2229,0.0000,0.0001,4.86,7.97,0.0236,0.0163,0.0794,0.0389,9.35,4610.0000,1
Ambev SA ADR (ABEV),2014-06,66.02,1.09,0.0996,0.0209,0.13,0.63,0.3384,0.2650,0.0461,0.0712,1.54,9.29,0.0439,0.0344,0.0531,0.0527,2.35,0.8920,1
Ambev SA ADR (ABEV),2014-09,62.75,1.06,0.0883,0.0131,0.13,0.66,0.4047,0.3262,0.0439,0.0675,1.54,25.59,0.0536,0.0432,0.0664,0.0627,2.44,1.0259,1
Ambev SA ADR (ABEV),2014-12,22.28,0.95,0.1348,-0.0152,0.17,0.69,0.4953,0.3710,0.0377,0.0645,1.71,9.71,0.0840,0.0629,0.1075,0.0938,7.30,3.2228,1
Ambev SA ADR (ABEV),2015-12,24.01,0.94,0.1510,-0.0203,0.17,0.68,0.4606,0.2716,0.0399,0.0745,1.87,18.73,0.0781,0.0461,0.0859,0.0880,5.47,3.0505,1
Ambev SA ADR (ABEV),2016-09,32.57,0.91,0.0921,-0.0238,0.13,0.60,0.2996,0.2920,0.0558,0.0931,1.67,6.32,0.0397,0.0387,0.0645,0.0504,5.17,1.0295,1
Ambev SA ADR (ABEV),2017-09,29.84,0.95,0.1005,-0.0151,0.14,0.61,0.3160,0.0000,0.0397,0.0699,1.76,9.92,0.0432,0.0000,0.0000,0.0543,6.34,1.3850,1
Ambev SA ADR (ABEV),2018-03,27.35,0.94,0.0965,-0.0157,0.14,0.62,0.3257,0.2161,0.0539,0.0909,1.69,9.44,0.0460,0.0305,0.0515,0.0566,1.68,0.1786,1
Ambev SA ADR (ABEV),2018-06,34.51,0.97,0.1168,-0.0104,0.13,0.62,0.3137,0.2013,0.0534,0.0930,1.74,10.69,0.0397,0.0255,0.0443,0.0499,3.99,0.6330,1
Ambev SA ADR (ABEV),2018-09,34.86,1.03,0.1278,0.0067,0.12,0.60,0.3094,0.2559,0.0523,0.0849,1.62,11.69,0.0358,0.0296,0.0480,0.0469,5.62,1.0501,1
The Kraft Heinz Co (KHC),2015-09,23.72,1.81,0.0364,0.0383,0.05,0.27,0.0652,-0.0201,0.2073,0.4293,2.07,0.87,0.0033,-0.0010,-0.0021,0.0050,-2.84,-0.0124,1
The Kraft Heinz Co (KHC),2015-12,11.41,1.41,0.0393,0.0232,0.06,0.34,0.1807,0.0905,0.2052,0.4374,2.13,4.84,0.0105,0.0052,0.0112,0.0132,1.87,0.0208,1
The Kraft Heinz Co (KHC),2016-03,13.30,1.46,0.0341,0.0250,0.05,0.36,0.2303,0.1364,0.2042,0.4336,2.12,6.08,0.0123,0.0073,0.0154,0.0152,-0.51,-0.0062,1
The Kraft Heinz Co (KHC),2016-06,17.12,0.97,0.0348,-0.0020,0.06,0.37,0.2408,0.1398,0.2692,0.5664,2.10,6.20,0.0134,0.0078,0.0164,0.0164,5.00,0.0322,1
The Kraft Heinz Co (KHC),2016-09,15.67,0.95,0.0324,-0.0039,0.05,0.35,0.2255,0.1344,0.2699,0.5669,2.10,4.54,0.0117,0.0070,0.0146,0.0141,0.36,0.0036,1
The Kraft Heinz Co (KHC),2016-12,12.05,0.92,0.0349,-0.0062,0.06,0.36,0.2304,0.1377,0.2690,0.5649,2.10,5.10,0.0131,0.0078,0.0165,0.0158,3.97,0.0504,1
The Kraft Heinz Co (KHC),2017-03,21.40,0.95,0.0268,-0.0042,0.05,0.35,0.2266,0.1412,0.2705,0.5661,2.09,4.58,0.0119,0.0074,0.0155,0.0140,-1.67,-0.0188,1
The Kraft Heinz Co (KHC),2017-06,19.83,0.97,0.0121,-0.0021,0.06,0.37,0.2477,0.1746,0.2603,0.5329,2.05,5.36,0.0138,0.0097,0.0199,0.0159,1.36,0.0141,1
The Kraft Heinz Co (KHC),2017-09,19.98,0.77,0.0120,-0.0180,0.05,0.35,0.2449,0.1503,0.2625,0.5362,2.04,5.03,0.0128,0.0079,0.0161,0.0151,0.73,0.0062,1
The Kraft Heinz Co (KHC),2017-12,16.70,0.72,0.0135,-0.0238,0.06,0.41,0.3087,1.1448,0.2623,0.4776,1.82,7.01,0.0179,0.0666,0.1212,0.0200,1.96,0.0162,1
The Kraft Heinz Co (KHC),2018-03,22.81,0.72,0.0149,-0.0239,0.05,0.36,0.2349,0.1575,0.2674,0.4876,1.82,4.67,0.0123,0.0082,0.0150,0.0142,1.85,0.0128,1
The Kraft Heinz Co (KHC),2018-06,27.07,1.05,0.0276,0.0034,0.05,0.35,0.1988,0.1131,0.2803,0.5202,1.86,4.18,0.0109,0.0062,0.0115,0.0129,-0.86,-0.0054,1
The Kraft Heinz Co (KHC),2018-09,29.01,1.00,0.0114,0.0001,0.05,0.33,0.1678,0.0988,0.2704,0.4952,1.83,3.27,0.0089,0.0053,0.0096,0.0111,4.29,0.0207,1
Whirlpool Corp (WHR),2014-09,41.29,1.09,0.0628,0.0355,0.31,0.17,0.0694,0.0477,0.2005,0.6058,3.02,4.53,0.0213,0.0146,0.0442,0.0300,1.53,0.0762,1
Whirlpool Corp (WHR),2014-12,41.50,0.96,0.0513,-0.0152,0.30,0.17,0.0468,0.0135,0.2173,0.8899,4.09,2.55,0.0140,0.0040,0.0166,0.0222,5.39,0.3697,1
Whirlpool Corp (WHR),2015-03,46.76,1.04,0.0367,0.0169,0.25,0.18,0.0625,0.0394,0.2411,0.9590,3.98,3.16,0.0158,0.0099,0.0396,0.0242,-4.52,-0.1229,1
Whirlpool Corp (WHR),2015-06,46.69,1.01,0.0354,0.0039,0.27,0.17,0.0524,0.0340,0.2438,0.9647,3.96,136.50,0.0140,0.0091,0.0359,0.0227,1.21,0.0362,1
Whirlpool Corp (WHR),2015-09,49.70,0.96,0.0356,-0.0169,0.27,0.18,0.0623,0.0445,0.2452,0.9895,4.04,5.31,0.0168,0.0120,0.0483,0.0252,1.95,0.0499,1
Whirlpool Corp (WHR),2015-12,40.95,0.95,0.0406,-0.0220,0.29,0.18,0.0683,0.0324,0.2103,0.8429,4.01,3.88,0.0200,0.0095,0.0380,0.0290,4.64,0.3457,1
Whirlpool Corp (WHR),2016-06,48.43,0.98,0.0480,-0.0077,0.26,0.19,0.0785,0.0616,0.2614,1.0712,4.10,4.98,0.0204,0.0160,0.0657,0.0286,2.12,0.0492,1
Whirlpool Corp (WHR),2016-09,51.14,0.99,0.0508,-0.0056,0.26,0.18,0.0768,0.0454,0.2669,1.0769,4.03,5.84,0.0200,0.0118,0.0476,0.0281,1.49,0.0425,1
Whirlpool Corp (WHR),2016-12,43.14,0.96,0.0566,-0.0169,0.30,0.17,0.0704,0.0318,0.2334,0.9365,4.01,12.06,0.0208,0.0094,0.0377,0.0291,4.59,0.3083,1
Whirlpool Corp (WHR),2017-03,51.43,0.97,0.0488,-0.0138,0.25,0.17,0.0648,0.0320,0.2584,1.0451,4.04,4.70,0.0159,0.0079,0.0318,0.0243,-4.94,-0.0864,1
Jack In The Box Inc (JACK),2015-12,7.07,0.65,0.0136,-0.0624,0.36,0.27,0.1336,0.0706,0.5485,44.8352,81.74,7.64,0.0482,0.0255,2.0824,0.0701,1.42,0.0628,0
Sears Holdings,2018-01,7.05,0.78,0.0251,-0.1519,0.60,0.21,-0.0697,0.0416,0.5690,-1.1099,-1.95,-5.65,-0.0420,0.0251,-0.0489,-0.0303,-0.27,0.0143,0
A.O. Smith Corp (AOS),2014-09,73.40,2.20,0.1611,0.2845,0.23,0.37,0.1200,0.0870,0.1023,0.1851,1.81,46.53,0.0281,0.0203,0.0368,0.0340,4.87,0.2908,1
A.O. Smith Corp (AOS),2014-12,68.26,2.18,0.1270,0.2838,0.25,0.37,0.1174,0.0849,0.0890,0.1620,1.82,52.57,0.0293,0.0212,0.0385,0.0354,4.98,0.4473,1
A.O. Smith Corp (AOS),2015-03,72.16,2.31,0.1107,0.3043,0.24,0.37,0.1326,0.0944,0.1185,0.2163,1.83,43.16,0.0320,0.0228,0.0416,0.0380,-0.23,-0.0112,1
A.O. Smith Corp (AOS),2015-06,72.79,2.42,0.0958,0.3170,0.25,0.40,0.1576,0.1088,0.1080,0.1946,1.80,41.20,0.0398,0.0275,0.0495,0.0459,3.83,0.2203,1
A.O. Smith Corp (AOS),2015-09,68.96,2.27,0.1088,0.3037,0.24,0.41,0.1705,0.1177,0.1003,0.1834,1.83,66.63,0.0410,0.0283,0.0517,0.0470,7.83,0.6637,1
A.O. Smith Corp (AOS),2015-12,70.58,2.15,0.1231,0.2853,0.24,0.41,0.1681,0.1248,0.0947,0.1726,1.82,76.79,0.0409,0.0304,0.0553,0.0469,5.85,0.4602,1
A.O. Smith Corp (AOS),2016-03,71.63,2.37,0.1153,0.3108,0.24,0.41,0.1622,0.1154,0.1084,0.1943,1.79,60.76,0.0390,0.0277,0.0497,0.0451,1.37,0.0922,1
A.O. Smith Corp (AOS),2016-06,66.64,2.35,0.1076,0.3119,0.25,0.43,0.1855,0.1306,0.1055,0.1905,1.80,65.11,0.0463,0.0326,0.0588,0.0522,7.03,0.4560,1
A.O. Smith Corp (AOS),2016-09,68.08,2.21,0.0953,0.2923,0.24,0.41,0.1734,0.1217,0.1190,0.2204,1.85,56.48,0.0420,0.0295,0.0545,0.0479,5.17,0.3227,1
A.O. Smith Corp (AOS),2016-12,66.87,2.04,0.1143,0.2755,0.24,0.41,0.1644,0.1185,0.1119,0.2136,1.91,71.75,0.0397,0.0286,0.0546,0.0454,8.32,0.5655,1
A.O. Smith Corp (AOS),2017-03,71.04,2.23,0.0998,0.3010,0.25,0.41,0.1591,0.1185,0.1256,0.2358,1.88,53.50,0.0400,0.0298,0.0560,0.0458,-0.68,-0.0311,1
A.O. Smith Corp (AOS),2017-06,69.10,2.32,0.1027,0.3132,0.25,0.41,0.1705,0.1252,0.1257,0.2324,1.85,50.36,0.0422,0.0310,0.0573,0.0480,4.34,0.2258,1
A.O. Smith Corp (AOS),2017-09,70.46,2.32,0.1037,0.3113,0.24,0.41,0.1746,0.1249,0.1448,0.2699,1.86,52.36,0.0422,0.0302,0.0562,0.0478,2.56,0.1712,1
A.O. Smith Corp (AOS),2017-12,70.07,2.24,0.1084,0.3060,0.24,0.42,0.1832,0.0295,0.1284,0.2489,1.94,48.55,0.0440,0.0071,0.0138,0.0497,6.34,0.4293,1
A.O. Smith Corp (AOS),2018-03,72.96,2.18,0.0779,0.2904,0.25,0.41,0.1632,0.1254,0.0944,0.1716,1.82,55.91,0.0414,0.0318,0.0578,0.0472,2.50,0.1473,1
A.O. Smith Corp (AOS),2018-06,69.55,2.15,0.0843,0.2867,0.27,0.41,0.1726,0.1374,0.0804,0.1434,1.78,62.52,0.0466,0.0371,0.0662,0.0523,5.86,0.5240,1
Crown Holdings Inc (CCK),2014-09,41.18,1.30,0.0387,0.0858,0.26,0.16,0.1230,0.0941,0.5549,20.1741,36.36,4.98,0.0325,0.0249,0.9037,0.0379,2.14,0.0231,1
Crown Holdings Inc (CCK),2014-12,36.05,1.24,0.0994,0.0719,0.22,0.13,0.0508,0.0061,0.5417,44.1933,81.58,1.66,0.0111,0.0013,0.1092,0.0168,8.28,0.1717,1
